Kode Jasa,Nama Jasa,Kode Group,Kode Sub Group,Estimasi Waktu,Tipe Waktu,Harga Jual
PSLSH0001,Paket Service Lengkap Semarak HUT52,CS,,45,MENIT,52000.00
PU160001,Pemeriksaan,LR,,15,MENIT,0.00
PUMP ASSY,PUMP ASSY WATER,HR,,60,MENIT,100000.00
R0100542,R01,LR,,20,MENIT,0.00
R01A00546,R01A,LR,,20,MENIT,0.00
R01B00547,R01B,LR,,20,MENIT,0.00
RADIATOR,GANTI COVER COMP RADIATOR,LR,,10,MENIT,25000.00
RD000544,RD0,LR,,20,MENIT,0.00
REFLECTOR,PASANG REFLEKTOR,LR,,20,MENIT,40000.00
RELAY,GANTI RELAY START SPORT,OTHER,,30,MENIT,30000.00
RIBEN,RIBEN,OTHER,,25,MENIT,80000.00
S04,SERVICE KONES,LR,,30,HARI,40000.00
SA1,SERVICE AREA 1,LS,,20,MENIT,15000.00
sa3,service area 3,LS,,40,MENIT,30000.00
SADV,SEIN ADV,LS,,20,MENIT,20000.00
SCREWSET,SCREW SET,LS,,30,MENIT,30000.00
SENAIBAUTTAPOLI,SENAI BAUT TAP OLI,OTHER,,30,MENIT,50000.00
SERVIS,SERVIS ON COOLANT,LS,,2,JAM,150000.00
SERVISCARBU,SERVIS CARBU,LS,,25,MENIT,20000.00
SERVISCVTPCX,SERVIS CVT PCX,LS,,30,MENIT,60000.00
SERVISDEKMOTOR,SERVIS DEK MOTOR,LR,,45,MENIT,20000.00
SERVISIDLINGSTOP,SERVIS IDLINGSTOP,OTHER,,30,MENIT,40000.00
SERVISKUNCISADEL,SERVIS KUNCI SADEL,LS,,30,MENIT,35000.00
SERVISSAKLAR,SERVIS SAKLAR,LR,,15,MENIT,20000.00
SETELAN,SERVIS SETELAN ANGIN,,,30,MENIT,20000.00
SETELKOPLING,SETEL KOPLING,LR,,25,MENIT,20000.00
SGOL0001,Semarak Ganti Oli Ojek Online,OR+,,15,MENIT,0.00
shck,turun naik shock beker depan,LR,,20,MENIT,20000.00
SK,STEL KOPLING,LR,,15,MENIT,15000.00
SKP,SEAL KOP,LR,,20,MENIT,35000.00
SKR,SKUR KLEP,HR,,60,MENIT,50000.00
sl,SERVICE lengkap VISIT,LS,,1,JAM,45000.00
SLEPBLOKVARIO,SLEP BLOK VARIO,HR,,2,HARI,65000.00
SLEPKOPVARIO,SLEP KOP VARIO,HR,,2,HARI,75000.00
SLK,SIL KOP,LS,,30,MENIT,20000.00
SNAIDRATSTANG,SNAI DRAT STANG,HR,,2,JAM,25000.00
sp pcx/adv,paket super matic pcx/adv,LS,,45,MENIT,45000.00
spa,seal shock pcx/adv,HR,,60,MENIT,85000.00
SPULL,GANTI SPULL/STATOR COMP,OTHER,,30,MENIT,50000.00
SQUIS,SQUIS,HR,,2,JAM,50000.00
SR,SERVICE KUNCI KONTAK,LR,,30,MENIT,50000.00
SRP,SARINGAN POMPA BENSIN,LR,,20,MENIT,40000.00
SRV00112,Jasa Servis Kabel,LR,,15,MENIT,10000.00
SRV00115,Jasa Setel Peleng,LR,,1,JAM,30000.00
SRV00116,JASA,LR,,15,MENIT,20000.00
SRV00120,Jasa Pasang Kolboster,LR,,45,MENIT,15000.00
SRV00124,Ganti Shockbeker,LR,,30,MENIT,15000.00
SRV00125,SEAT LOCK GANTI,LR,,30,MENIT,10000.00
SRV00126,GANTI LEVER  R HANDLE,LR,,10,MENIT,15000.00
SRV00127,CABUT BAUT,LR,,30,MENIT,25000.00
SRV00128,Kuras Tangki Minyak,LR,,20,MENIT,40000.00
SRV00129,Ganti Oli shockbreker Depan,LR,,20,MENIT,20000.00
SRV00130,"RUBER STEP,GANTI",LR,,10,MENIT,5000.00
SRV00131,Pasang Stang Kemudi,LR,,20,MENIT,50000.00
SRV00132,Kolter Mesin,HR,,1,HARI,85000.00
SRV00133,senai rumah busi,LR,,1,HARI,100000.00
SRV00134,JASA PASANG KARET FILTER,LR,,10,MENIT,10000.00
SRV00136,PLAMPUNG MINYAK GANTI,LR,,30,MENIT,25000.00
SRV00137,SETRUM AKI,LR,,30,MENIT,10000.00
SRV00138,SOK BORING,LR,,1,HARI,300000.00
SRV00139,JASA PASANG VELG,LR,,30,MENIT,15000.00
SRV00140,GANTI SETLENA KAMRAT,LR,,30,MENIT,45000.00
SRV00141,Jasa Bongkar pasang magnet,LR,,30,MENIT,20000.00
SRV00143,BONGKAR PASANG MESIN MATIC,HR,,2,HARI,300000.00
SRV00144,GULUNG SPOL,LR,,4,JAM,50000.00
SRV00145,GANTI BEARING 6304,LR,,30,MENIT,40000.00
SRV00146,Pasang Per KickStater,LR,,1,JAM,35000.00
SRV00147,JASA BONGKAR PASANG KOPLING,LR,,20,MENIT,25000.00
SRV00149,SOK BAUT,LR,,15,MENIT,175000.00
SRV00150,SOK BAUT,LR,,30,MENIT,0.00
SRV00151,JASA PASANG SWITH STATER,LR,,10,MENIT,5000.00
SRV00152,JASA PASANG KONES,LR,,2,JAM,85000.00
SRV00154,SENTER BODY,HR,,2,HARI,350000.00
SRV00155,CONTACT ASSY CHANGE SV,LR,,15,MENIT,7000.00
SRV00156,GANTI KABEL GAS MATIC,LR,,1,JAM,55000.00
SRV00157,PASANG COVER COMP L SIDE,LR,,25,MENIT,35000.00
SRV00158,PATEK KOPLING,LR,,1,HARI,35000.00
SRV00159,JASA PERBAIKAN AS FORK DEPAN,LR,,1,HARI,250000.00
SRV00162,GANTI LEVER L HANDLE,LR,,10,MENIT,10000.00
StelKonesNewPCX,STEL KONES PCX,LS,,30,MENIT,50000.00
STELPELENG,STEL PELENG,OTHER,,45,MENIT,25000.00
STNG,PASANG STANG SEHER,HR,,60,MENIT,100000.00
SUPER001,Paket Super Lengkap,CS,,45,MENIT,0.00
SUPER002,Paket Super Lengkap CUB,CS,,45,MENIT,0.00
SUPER003,Paket Super Lengkap MATIC,CS,,45,MENIT,0.00
SUPER004,Paket Super Lengkap SPORT,CS,,45,MENIT,0.00
SUPER005,Paket Super Lengkap PREMIUM,CS,,45,MENIT,0.00
T0100543,T01,LR,,20,MENIT,0.00
T01A00548,T01A,LR,,20,MENIT,0.00
T01B00549,T01B,LR,,20,MENIT,0.00
TAMBALBANTUBLES,TAMBAL BAN TUBLES,LS,,20,MENIT,25000.00
TD000545,TD0,LR,,20,MENIT,0.00
THT,THROTTEL BODY,HR,,30,MENIT,50000.00
tmm,TURUN MESIN MATIC low,LR,,7,HARI,400000.00
Trm,Turun mesin matic  adv pcx vario160,HR,,7,HARI,550000.00
VS,PASANG VISOR,LR,,20,MENIT,25000.00
VST,SERVICE ringan VISIT,LS,,30,MENIT,25000.00
ws,windshield,LS,,15,MENIT,15000.00
